text_manual_replaced,label
ambroxol hci aku sering beli kalau anak aku batuk jadi aku takut sekarang aku beli sirup terimakasih dari richard cerah padahal kan kalau makan kan banyak merek sekarang enggak jaman dulu,1
puyeerr enggak kayak perintah nhi enggak niat buat negara urus bpom saja enggak uji masuk indonesia tapi terima dokumen hasil uji dari pabrik bukan tiap barang masuk di uji lagi alas anggar makanya buat lab besar sendiri bukan politk akhir jadi kayak gini distribusi dan jual setop dulu baru obat makan dan minum kandung man buat yang jual pinggir jalan bumbu dan saos kecap kimia,0
pikir masalah obat dulu anak minum obt sirup bayi enggak masalah seperti bakteri virus yang buat gagal ginjal akut,-1
terima kasih dok educasiny aku emak bismillah semua baik saja,1
enggak empati mereka sos negara ini,0
jangan jangan virus hadeh,-1
anak ku waktu kecil sakit an sering banget minum obat sirup obat yang daftar ada beberapa yang minum anak ku tapi alhamdulillah anak ku enggak apa-apa alhamdulillah sekarang sudah kls smk sehat saja alhamdulillah,1
mantul dokter benaran bahas konten edukasi ini,1
anak ku manjur kalo pakai froris palagi kalo sakit gigi langsung sembuh,1
smalem saja periksa ke salah satu rumah sakit di kota karena masalah lambung usus resep syrup untuk masalah perut tapi pas dpet obat dari apotik malah enggak dpet spontan bertanya sama apoteker karena memang enggak paham loh kira untuk anak mbakk yang enggak konsumsi sih apoteker bilang untuk ini masih belum dan sudah di konsultasi ke pihak dokter memang sih yang tablet untuk di beli sendiri tapi kan lebih cepat reaksi kalo minum syrup kalo mnurut sih tapi entah sebagai masyarakat awam yang periksa pakai bpjs yang dpet obat tidak sesuai dengan jumlah yang di resepin dokter bisa doa semoga cepat sembuh,-1
dokter sirup aktivet bahaya dok mohon informasi,0
itu kan aneh kan dok,-1
selamat siang dok sukses selalu dok salam kendal,-1
anak ku hari nih demam sudah beri obat parasetamol termorex kali dengar berita jadi takut bagaimana semoga apa apa amin allah,1
wkkkkkk lah suka sebar berita yang abu apa lagi kalo sudah viral langsung lomba sebar,1
mantap dok biar paham semua,1
aku zmn masih anak dulu sering sakit lama tahu benar minum obat terus alhamdulillah enggak,0
memang sudah takdir lagi kan kan india bukan indonesia jadi yang resah,-1
terima kasih dokter edukasi sehat terus dok,1
kasih punya pabrik itu banyak pabrik tutup phk,-1
aku curiga hand sanitizer enggak sih masa pandemi sebentar semprot hand sanitizer tahu dulu ada anjuiran boleh terlalu sering dapat rusak hati ginjal coba research sampai beberapa hand sanitizer pergi dari edar,-1
tri ganti,0
minum obat traditional dulu seperti air jahe sereh kunyit asam,0
waduh dokter ini negara itu lagi panik wajar khawatir henti dulu yang kira kerucut arah sakit gagal ginjal daripada nyawa layang semua harus di teliti sama kaya covid negara panik melakukan itu masyarakat mah tetap saja hujat perintah lihat akhir covid mulai hilang kan biarkan saja perintah kerja mah ikut saja dulu daripada anak yang kena gagal ginjal heran deh,-1
bisnis jadi lancar guna cara apa agar bisnis jadi mulus ujung nya mengeser obat lama obat baru,0
terima kasih dokter,1
begini perintah polisi cepat turun tangan usut tuntas memang ada tanggung jawab diheret meja adil utama bpom benar jadi jadi luar biasa korbanya puluh anak nyawa layang jadi luar biasa di anggap biasa karena trtutupi kasus sambo ibu ibu korban bisa buat tuntut langsung perintah,1
halo dok aku mah curiga nya efek vaksin bagaimana mnurut dokter,0
anak minum hufagrip sirup turun panas mulai imunisasi pertama sekarang umur bulan alhamdulilaah sehat sehat saja berat kg imbangin susu air putih hufagrip beri bidan unuk cegah demam tinggi,1
betul dok jadi lama pihak yang mengecek ngeluarkan ijin serius mengecek kandung,-1
anak kejang kasih jamu jawa kunyit sama temu ireng daun pepaya,0
perintah indonesia mau bikin gaduh semata untuk buat alih isu you know lah teman-teman isu apa yang mau mereka alih anak lagi demam flu tetap kasih obat paracetamol sirup karena obat iya dokter anak terima kasih dok,0
yang tanya lalu lama bpom kemenkes kerja apa,0
ecek obat bahaya tidak iya bpom nya langsung cara teliti satu per satu merek obat yang sudah edar masyarakat kerja kerja jangan cuma makan gaji buta,-1
kamu aset bangsa dok sehat selalu dok,-1
benar banget jual baby cough tarik warung kata termorex sama baby cought aku baca gogle sedang obat belum uji kandung eg ambang batas padahal aku kerj apotik dulu tahu obat sudah berth enggak pernah keluh,1
jangan jangan gara gara jajan minum instan soal banyak minum instan kurang sehat jual desa desa kasus gagal ginjan usia sekolah banyak,-1
kok makin mengakak,1
emosi dok,0
astagaaaaaaa seram loh dok,-1
anak ku dari bayi sampai sekarang umur tahu kalau bapil obat baby cough obat nomor yang larang sangat cocok ngefek obat merek,1
memang perintah sekarang suka cari gara rakyat jadi kelinci coba,-1
iya bang baru kenapa enggak duluk nya knapa baru kejadiyan nya,-1
kalo obat sirup bahaya obat obat yang juga takut dong jadi indonesia belajar oabt tradisional,-1
trimakasih dokter informasi bantu sekali,1
perintah sudah pesan obat anak gagal ginjal harga juta untuk satu anak kan,0
indonesi jangan kan izin hukum bisa beli,0
baik bagaimana turut kalian,0
aku cuma harap kemenkes tidak hubung para dukun yang kata mindain sakit hewan,1
isu bohong dok,-1
hai dok bpom pidana lalai,-1
bukan dokter ibu rumahtangga biasa pikir dengan dokter richard picu gagal ginjal jadi kondisi ginjal yang masalah temu dengan zat yang picu sakit karena akut akhir meniggal banyak jajan minum man buat warna awet yang edar luas masyarakat juga sangat bahaya,-1
kayak nya alih isu sambo sama politik dok,0
baik obat sirup buat indonesia buat luar negeri henti dulu jangan jual sampai benar benar uji coba jangan ada sogo antara,0
perintah memang asu deh lah,-1
kalau dokter ricard mengomong enggak lebih maksud bagaimana terus kalau banyak bagaimana bukan lebih baik enggak minum sama sekali pada kena efek samping nya enggak mengerti saja apa maksud tapi enggak lebih dong kasih erti anak minum obat sirup buka nya turun bahkan masuk rumah sakit akhir pakai minyak ton bawang merah iris alhamdulillah enggak panas boleh coba,-1
kondisi ini beda dok dulu aman amanah kalo soal sehat kalo sekarang serbuk kecil sebar atas pengaruh sehat jaman makin canggih makin error etika negara terkam negara kuasa terkam rakyat bpom mudah bobol ceroboh atau ampau coklat yang luluh lantah jadi ingat pandemi dari awan anak negeri hebat tidak kutik bpom negeri sedang tidak baik segera pulih,-1
bpom nya arti cara langsung lama ada salah sop cek,0
bingung dok kalo anak panas batuk obat nya apa kasihan sama baby nya,-1
bahas sangat gampang fahami sehat selalu dok,0
dok riview kirim wajah glamshine dong,0
penjara tri sehat sudah lalai kontrol bawah buat puluh anak tinggal dunia,-1
pusing uh kalau anak sakit obat sirup itu enggak jadi minum obat apa yang dokter kalau anak demam,0
turut adalah perang dagang,0
tipu,-1
aneh juga obat sudah tahun minum kok baru sekarang indikasi masalah,-1
cek kandung obat sirup nya,0
susu kambing etawa organik bersih paru paru cari agen tiap kabupaten ijin bpom mui modal kecil profit besar,1
kalau indonesia apa langsung viral yang simpang sour berita simply fikirannya,0
kalau madu bagaimana dok madu manuka aman dok aku juga bgg dan takut lu vitamin anak aku umur tahun,1
semua yang lebih tidak baik jadi harus lebih cerdas,0
kalau sirplus enggak harus marjan sirup abc enggak dong ada man loh,0
duga umum publik belum jelas obat yang mana masalah,0
maaf dok edukasi suntik campak yang wajib anak anak sd kelas baru soalny dekat sekali banget sama berita gagal ginjal ini dok,-1
juga bingung bpom mana iya,0
kalau misal memang obt yang larang cemar etilen glikol yang atas standar tanya apakah bpom tuntut karena sebelum obat edar di pasar lewat uji bpom,0
dari dulu memang perintah indonesia suka bikin heboh,1
tiran indonesia terlalu harus zaman reformasi runtuh di ganti zaman emas,-1
nah channel nya kayak gini jangan kayak kemarin ghibah sama pelakor,-1
siap dok,0
dari richard mengerti banget khawatir tanya kepala emak terima kasih dok,1
farmasi indonesia sedang kena tsunami subhanallah mudah lewat nya yang sakit semoga beri sembuh,1
dok apa demacolin sirup juga masuk,0
perintah indonesia,0
mafia kerja,0
pun pernah trauma dengan dokter umum daerah jadi tahun lebih hampir enggak bisa jalan kaki kaku semua kadang asal kasih atur resep sesuai kondisi bb usia,0
heeeee myangkut anak nyawa orang,1
dari richard mau bertanya dong teknologi isa pengaruh sehat manusia,0
trimakasih jelas dokter richard,-1
ibu yang milik anak bulan sedang demam saking takut tidak beri obat kalo beri obat khawatir enggak beri khawatir aku laku kompres air hangat pakai bawang merah jadi lambat sembuh demam sering timbul sedih lihat anak sakit jujur jadi curiga sama semua obat semua obat mungkin bahaya gara masalah aku pikir soal kasus gagal ginjal yang terlalu cepat kritis tinggal pikir hadap vitamin suplemen vaksin lama masa hamil yang dikomsumsi sih ibu mungkin efek baru lihat bayi lahir cek semua jenis obat makan vaksin yang dikomsumsi bayi anak anak khusus jangan anak yang tidak dosa jadi tumbal,-1
indonesia banyak pola copet sama gede gedein,-1
yang jadi masalah orang tua bodoh yang memaksakan anak yang bayi minum obat yang dosis sendiri rekomendasi anak usia bawah tahun alas karena harga contoh banyak temu adalah uni baby cough tanya nyata bayi bulan beri erti jelas soal dosis orang tua bodoh keras kepala beli karena alas harga murah tenaga medis enggak pernah tahu orang tua pasien nih benar enggak mengasih dosis karena misal paksa kasih kisar ml ml sedang rekomendasi kemas tahun ml kalau orang tua bodoh mengasih ml hari kali karena ada takar bawah ml yang sedia pabrikan logika apa yang jadi bayi bawah tahun bahkan bawah bulan yang mungkin jadi korban bayi bayi kena gagal ginjal akut itu,-1
biasa konoha,0
paling tanggung jawab bpom pabrik nya yang paling rusak bpom,-1
dok aman aku pakai obat demam proris ibu profen,0
anak aku btuk pilek jadi bingung mau diobatin apa dok soal lgii heboh,-1
dok anak lagi demam minum ibuprofen sirip enggak,0
bantu banget pnjelasan dolter richard anak ku kecil kecil dan tiap satu bulan entah atau kali kna flu batuk kakak nya susah minum obt tapi adik nya pintar semntara aku suruh mbak dirumh kasih madu tiap gari,1
semua makan minum kan lewat ginjal mungkin karena minum macam obat banyak terlalu sering mungkin lho masih tanya cara aku punya bocil,0
kalau batuk daun karuk saja bentuk nya kayak daun sirih,0
iya nama india dok mah santuy ajaaaa entar jahat nya sudah ketangkep eh polisi baru datang dasar paladusing,-1
kemenkesnya sudah ganti apa bom kalau bom iya nikmat saja bos,-1
enggak heran sih kalau takdir jadi orang pintar lebih baik jangan indonesia,-1
perintah kopok,-1
sendiri yang dokter bingung bgimana pergi dokter bukannya lebih bingung,-1
inti lama kerja bpom apa bagaimana obat obat sebut lolos apabila memang benar obat obat tersebut yang akibat gagal ginjal bpom di cek bagaimana prosedur nya,1
kalau analisa begini peristiwa gagal ginjal akut misterius duga buah propaganda sengaja buat penting pihak pihak duga aktor utama itu kok orang mungkin penting bisnis farmasi juga duga pihak pihak ingin monopoli farmasi global mungkin saja maksud cipta takut seperti telah sudah ujung ujung bagai masyarakat giring guna produk farmasi milik endingnya aku rasa sama saja kok dengan badai copet baru lalu negeri pola nya mirip mirip,-1
banyak badut nyata emmmm sensor ah semangat selalu dokter lee,1
kata ibu gwe baim ada leslar ke andara,0
dokter tres semua alam dunia di bahas mulut kamu busa,0
kalau gadang vaksin apa kabar ibu hamil susu yang kata aman laku vaksin covid kemarin,0
anak dari kecil sampai tahun minum boat sirup uny beby cocok terus sekarang boreh enggak minum uni beby,1
telah dengar jelas dokter lebih tenang tetap waspada saja berita berita luar sana cuma bikin resah,-1
mah vaksin,0
kasus gagal ginjal obat larang jadi engah dunia sehat indonesia sakit,-1
terimakasih banyak dok atas edukasi harus sih dokter kayak dari richard,1
terima kasih dokter atas cerah nya sudah panik anak tiap demam batuk di kasih sirup,1
kalau tempra aman enggak,0
resiko obat kimia lebih baik obat herbal tradisional,0
dok turut aku baca toksikologi kimia etilen glikol maupun dietilen glikol jangka panjang enggak pengaruh besar karsinogenik,1
semoga salah satu anak anggota keluarga mu jadi korban nya segera selesai,-1
tahun tahun generasi banyak pada berbicara sembarangan ijin edar obat keluar uji kandung obat karena uji kandung amplop,-1
apialys drop tadi siang aku kasiin anak yang sebut sudah pernah dikasiin tapi sampai sekarang enggak gejala apa ngomong-ngomong sakit bulan yang lalu minggu yang lalu baru sembuh bapil sama sariawan diresepin dsa endrotein dry sirup sama nestryl yang sebut tapi enggak gejala gejala bagaimana sampai sekarang normal saja tapi mungkin depan di henti dulu buat mengasih apialys drop nya,-1
yang menonton video sama aku cemas karena anak nya demam bingung mau kasih obat apa karena berita nya lagi heboh obat demam cair gagal ginjal,-1
semoga video launching perdana dokter richard lee mars manfaat buat semua orang indonesia yang tonton terima kasih dok,1
deep banget semoga paham,1
antasida punya sakit lambung ketar tir itu mana sakit sering kumat kemarin ranitidin sekarang antasida sucralfate tinggal lansoprasole yang,-1
mungkin jadi efek vaksin dok,0
perintah konoha sedang bingung mau proyek telah covid reda percaya depan ujung ujung buat keruk uang rakyat,0
sekarang di medsos banyak iklan vitamin madu vit otak sirup tetes buat anak abk speekdelay kurang nafsu makin dengan jnji sembuh cepat gemuk cepat bicara yang dosis bisa kali hari di cek,1
terima kasih dari richard lee jelas saran sangat manfaat kami terima kasih,1
wajar perintah sering bilang bodoh logika memang enggak jalan memang enggak kredibel,-1
betul dokter karena sejak paksin timbul macam sakit itu meski sih anak belum paksin kalo orang tuanya sudah shedding,-1
iday apa dok,0
kalau bayi minum ouyer di kasih air tetes,0
jangan cuma obat obat periksa makan periksa,0
pas dengar doktr richard ku jadi tahu kalau bukan obat karena makan indonesia yang kandung borak sama warna baju terus man buat perintah makan harus perhati,0
wooolllaaa india og dok wajar warga vrindavan you know lah,1
aku beli obat turun demam anak yang syrup di apotik di jual laranganx laku tanggal berapa iya aku kemarin beli tanggal,-1
apa ini,1
terima kasih dokter atas semua jelas lega,1
suara dok mudah nali,0
bagi alih isu,0
indonesia latah,-1
terimakasih informasi pak dokter,1
thank si dok neng deh dengan informasinye,1
waktu kecil enggak pernah minum obat sirup kalo batuk pilek demam karena harus hemat jdnya obat tablet gerus cuma stengah tablet dkasih air hidung pencet biar bisa masuk dulu terus langsung minum manis makan buat ilangin rasa obat kalo ekonomi cukup bisa minum vitamin yang kayak cdr xonce minumam vit sih kalo anak mau bisa minum jamu beras kencur kunir asam jahe bisa saja rajin minum anget jeruk anget kakak perempuan anget pakai balsem oles dada hirup badan diselimutin biar anget sampai keringetan,1
